fra;clage_vacsi;jour;n_dose1;n_complet;n_rappel;n_cum_dose1;n_cum_complet;n_cum_rappel;couv_dose1;couv_complet;couv_rappel
FR;04;2020-12-27;2;0;0;2;0;0;0.0;0.0;0.0
FR;04;2020-12-28;2;1;0;4;1;0;0.0;0.0;0.0
FR;04;2020-12-29;1;0;0;5;1;0;0.0;0.0;0.0
FR;04;2020-12-30;1;1;0;6;2;0;0.0;0.0;0.0
FR;04;2020-12-31;1;0;0;7;2;0;0.0;0.0;0.0
FR;04;2021-01-01;1;0;0;8;2;0;0.0;0.0;0.0
FR;04;2021-01-02;0;0;0;8;2;0;0.0;0.0;0.0
FR;04;2021-01-03;0;0;0;8;2;0;0.0;0.0;0.0
FR;04;2021-01-04;1;1;0;9;3;0;0.0;0.0;0.0
FR;04;2021-01-05;0;0;0;9;3;0;0.0;0.0;0.0
FR;04;2021-01-06;0;0;0;9;3;0;0.0;0.0;0.0
FR;04;2021-01-07;0;0;0;9;3;0;0.0;0.0;0.0
FR;04;2021-01-08;0;0;0;9;3;0;0.0;0.0;0.0
FR;04;2021-01-09;0;0;0;9;3;0;0.0;0.0;0.0
FR;04;2021-01-10;0;0;0;9;3;0;0.0;0.0;0.0
FR;04;2021-01-11;3;0;0;12;3;0;0.0;0.0;0.0
FR;04;2021-01-12;2;0;0;14;3;0;0.0;0.0;0.0
FR;04;2021-01-13;0;0;0;14;3;0;0.0;0.0;0.0
FR;04;2021-01-14;10;3;0;24;6;0;0.0;0.0;0.0
FR;04;2021-01-15;4;0;0;28;6;0;0.0;0.0;0.0
FR;04;2021-01-16;7;0;0;35;6;0;0.0;0.0;0.0
FR;04;2021-01-17;1;0;0;36;6;0;0.0;0.0;0.0
FR;04;2021-01-18;4;0;0;40;6;0;0.0;0.0;0.0
FR;04;2021-01-19;4;0;0;44;6;0;0.0;0.0;0.0
FR;04;2021-01-20;6;0;0;50;6;0;0.0;0.0;0.0
FR;04;2021-01-21;1;0;0;51;6;0;0.0;0.0;0.0
FR;04;2021-01-22;5;0;0;56;6;0;0.0;0.0;0.0
FR;04;2021-01-23;1;0;0;57;6;0;0.0;0.0;0.0
FR;04;2021-01-24;0;0;0;57;6;0;0.0;0.0;0.0
FR;04;2021-01-25;3;0;0;60;6;0;0.0;0.0;0.0
FR;04;2021-01-26;6;0;0;66;6;0;0.0;0.0;0.0
FR;04;2021-01-27;8;1;0;74;7;0;0.0;0.0;0.0
FR;04;2021-01-28;2;0;0;76;7;0;0.0;0.0;0.0
FR;04;2021-01-29;7;0;0;83;7;0;0.0;0.0;0.0
FR;04;2021-01-30;2;2;0;85;9;0;0.0;0.0;0.0
FR;04;2021-01-31;1;0;0;86;9;0;0.0;0.0;0.0
FR;04;2021-02-01;2;0;0;88;9;0;0.0;0.0;0.0
FR;04;2021-02-02;7;0;0;95;9;0;0.0;0.0;0.0
FR;04;2021-02-03;2;0;0;97;9;0;0.0;0.0;0.0
FR;04;2021-02-04;3;1;0;100;10;0;0.0;0.0;0.0
FR;04;2021-02-05;4;0;0;104;10;0;0.0;0.0;0.0
FR;04;2021-02-06;6;0;0;110;10;0;0.0;0.0;0.0
FR;04;2021-02-07;0;0;0;110;10;0;0.0;0.0;0.0
FR;04;2021-02-08;2;1;0;112;11;0;0.0;0.0;0.0
FR;04;2021-02-09;2;0;0;114;11;0;0.0;0.0;0.0
FR;04;2021-02-10;3;0;0;117;11;0;0.0;0.0;0.0
FR;04;2021-02-11;6;0;0;123;11;0;0.0;0.0;0.0
FR;04;2021-02-12;2;1;0;125;12;0;0.0;0.0;0.0
FR;04;2021-02-13;1;0;0;126;12;0;0.0;0.0;0.0
FR;04;2021-02-14;0;0;0;126;12;0;0.0;0.0;0.0
FR;04;2021-02-15;3;1;0;129;13;0;0.0;0.0;0.0
FR;04;2021-02-16;6;0;0;135;13;0;0.0;0.0;0.0
FR;04;2021-02-17;4;0;0;139;13;0;0.0;0.0;0.0
FR;04;2021-02-18;8;1;0;147;14;0;0.0;0.0;0.0
FR;04;2021-02-19;2;1;0;149;15;0;0.0;0.0;0.0
FR;04;2021-02-20;2;0;0;151;15;0;0.0;0.0;0.0
FR;04;2021-02-21;2;0;0;153;15;0;0.0;0.0;0.0
FR;04;2021-02-22;2;0;0;155;15;0;0.0;0.0;0.0
FR;04;2021-02-23;5;0;0;160;15;0;0.0;0.0;0.0
FR;04;2021-02-24;7;0;0;167;15;0;0.0;0.0;0.0
FR;04;2021-02-25;8;2;0;175;17;0;0.0;0.0;0.0
FR;04;2021-02-26;8;0;0;183;17;0;0.0;0.0;0.0
FR;04;2021-02-27;5;0;0;188;17;0;0.0;0.0;0.0
FR;04;2021-02-28;2;1;0;190;18;0;0.0;0.0;0.0
FR;04;2021-03-01;8;2;0;198;20;0;0.0;0.0;0.0
FR;04;2021-03-02;6;1;0;204;21;0;0.0;0.0;0.0
FR;04;2021-03-03;7;1;0;211;22;0;0.0;0.0;0.0
FR;04;2021-03-04;5;0;0;216;22;0;0.0;0.0;0.0
FR;04;2021-03-05;10;3;0;226;25;0;0.0;0.0;0.0
FR;04;2021-03-06;19;3;0;245;28;0;0.0;0.0;0.0
FR;04;2021-03-07;8;0;0;253;28;0;0.0;0.0;0.0
FR;04;2021-03-08;7;3;0;260;31;0;0.0;0.0;0.0
FR;04;2021-03-09;9;1;0;269;32;0;0.0;0.0;0.0
FR;04;2021-03-10;13;2;0;282;34;0;0.0;0.0;0.0
FR;04;2021-03-11;9;2;0;291;36;0;0.0;0.0;0.0
FR;04;2021-03-12;8;1;0;299;37;0;0.0;0.0;0.0
FR;04;2021-03-13;8;0;0;307;37;0;0.0;0.0;0.0
FR;04;2021-03-14;5;0;0;312;37;0;0.0;0.0;0.0
FR;04;2021-03-15;10;1;0;322;38;0;0.0;0.0;0.0
FR;04;2021-03-16;6;0;0;328;38;0;0.0;0.0;0.0
FR;04;2021-03-17;6;0;0;334;38;0;0.0;0.0;0.0
FR;04;2021-03-18;17;4;0;351;42;0;0.0;0.0;0.0
FR;04;2021-03-19;9;1;0;360;43;0;0.0;0.0;0.0
FR;04;2021-03-20;13;0;0;373;43;0;0.0;0.0;0.0
FR;04;2021-03-21;7;0;0;380;43;0;0.0;0.0;0.0
FR;04;2021-03-22;9;1;0;389;44;0;0.0;0.0;0.0
FR;04;2021-03-23;7;0;0;396;44;0;0.0;0.0;0.0
FR;04;2021-03-24;10;3;0;406;47;0;0.0;0.0;0.0
FR;04;2021-03-25;21;1;0;427;48;0;0.0;0.0;0.0
FR;04;2021-03-26;6;2;0;433;50;0;0.0;0.0;0.0
FR;04;2021-03-27;8;0;0;441;50;0;0.0;0.0;0.0
FR;04;2021-03-28;5;2;0;446;52;0;0.0;0.0;0.0
FR;04;2021-03-29;9;1;0;455;53;0;0.0;0.0;0.0
FR;04;2021-03-30;17;1;0;472;54;0;0.0;0.0;0.0
FR;04;2021-03-31;10;2;0;482;56;0;0.0;0.0;0.0
FR;04;2021-04-01;21;0;0;503;56;0;0.0;0.0;0.0
FR;04;2021-04-02;11;3;0;514;59;0;0.0;0.0;0.0
FR;04;2021-04-03;7;2;0;521;61;0;0.0;0.0;0.0
FR;04;2021-04-04;3;0;0;524;61;0;0.0;0.0;0.0
FR;04;2021-04-05;4;0;0;528;61;0;0.0;0.0;0.0
FR;04;2021-04-06;13;1;0;541;62;0;0.0;0.0;0.0
FR;04;2021-04-07;14;4;0;555;66;0;0.0;0.0;0.0
FR;04;2021-04-08;16;1;0;571;67;0;0.0;0.0;0.0
FR;04;2021-04-09;21;2;0;592;69;0;0.0;0.0;0.0
FR;04;2021-04-10;7;1;0;599;70;0;0.0;0.0;0.0
FR;04;2021-04-11;6;0;0;605;70;0;0.0;0.0;0.0
FR;04;2021-04-12;16;0;0;621;70;0;0.0;0.0;0.0
FR;04;2021-04-13;17;2;0;638;72;0;0.0;0.0;0.0
FR;04;2021-04-14;11;6;0;649;78;0;0.0;0.0;0.0
FR;04;2021-04-15;19;0;0;668;78;0;0.0;0.0;0.0
FR;04;2021-04-16;14;4;0;682;82;0;0.0;0.0;0.0
FR;04;2021-04-17;12;3;0;694;85;0;0.0;0.0;0.0
FR;04;2021-04-18;1;0;0;695;85;0;0.0;0.0;0.0
FR;04;2021-04-19;14;2;0;709;87;0;0.0;0.0;0.0
FR;04;2021-04-20;18;3;0;727;90;0;0.0;0.0;0.0
FR;04;2021-04-21;14;1;0;741;91;0;0.0;0.0;0.0
FR;04;2021-04-22;21;4;0;762;95;0;0.0;0.0;0.0
FR;04;2021-04-23;35;15;0;797;110;0;0.0;0.0;0.0
FR;04;2021-04-24;12;0;0;809;110;0;0.0;0.0;0.0
FR;04;2021-04-25;3;0;0;812;110;0;0.0;0.0;0.0
FR;04;2021-04-26;19;5;0;831;115;0;0.0;0.0;0.0
FR;04;2021-04-27;16;3;0;847;118;0;0.0;0.0;0.0
FR;04;2021-04-28;18;5;0;865;123;0;0.0;0.0;0.0
FR;04;2021-04-29;22;4;0;887;127;0;0.0;0.0;0.0
FR;04;2021-04-30;13;2;0;900;129;0;0.0;0.0;0.0
FR;04;2021-05-01;18;1;0;918;130;0;0.0;0.0;0.0
FR;04;2021-05-02;5;0;0;923;130;0;0.0;0.0;0.0
FR;04;2021-05-03;14;1;0;937;131;0;0.0;0.0;0.0
FR;04;2021-05-04;20;9;0;957;140;0;0.0;0.0;0.0
FR;04;2021-05-05;32;6;0;989;146;0;0.0;0.0;0.0
FR;04;2021-05-06;23;11;0;1012;157;0;0.0;0.0;0.0
FR;04;2021-05-07;22;5;0;1034;162;0;0.0;0.0;0.0
FR;04;2021-05-08;42;1;0;1076;163;0;0.0;0.0;0.0
FR;04;2021-05-09;6;1;0;1082;164;0;0.0;0.0;0.0
FR;04;2021-05-10;23;3;0;1105;167;0;0.0;0.0;0.0
FR;04;2021-05-11;26;6;0;1131;173;0;0.0;0.0;0.0
FR;04;2021-05-12;35;6;0;1166;179;0;0.0;0.0;0.0
FR;04;2021-05-13;44;3;0;1210;182;0;0.0;0.0;0.0
FR;04;2021-05-14;56;9;0;1266;191;0;0.0;0.0;0.0
FR;04;2021-05-15;34;0;0;1300;191;0;0.0;0.0;0.0
FR;04;2021-05-16;22;1;0;1322;192;0;0.0;0.0;0.0
FR;04;2021-05-17;26;4;0;1348;196;0;0.0;0.0;0.0
FR;04;2021-05-18;59;8;0;1407;204;0;0.0;0.0;0.0
FR;04;2021-05-19;39;5;0;1446;209;0;0.0;0.0;0.0
FR;04;2021-05-20;52;5;0;1498;214;0;0.0;0.0;0.0
FR;04;2021-05-21;50;10;0;1548;224;0;0.0;0.0;0.0
FR;04;2021-05-22;28;2;0;1576;226;0;0.0;0.0;0.0
FR;04;2021-05-23;16;3;0;1592;229;0;0.0;0.0;0.0
FR;04;2021-05-24;34;4;0;1626;233;0;0.0;0.0;0.0
FR;04;2021-05-25;43;7;0;1669;240;0;0.0;0.0;0.0
FR;04;2021-05-26;36;4;0;1705;244;0;0.0;0.0;0.0
FR;04;2021-05-27;47;10;0;1752;254;0;0.0;0.0;0.0
FR;04;2021-05-28;50;10;0;1802;264;0;0.0;0.0;0.0
FR;04;2021-05-29;29;4;0;1831;268;0;0.0;0.0;0.0
FR;04;2021-05-30;9;0;0;1840;268;0;0.1;0.0;0.0
FR;04;2021-05-31;47;10;0;1887;278;0;0.1;0.0;0.0
FR;04;2021-06-01;41;11;0;1928;289;0;0.1;0.0;0.0
FR;04;2021-06-02;28;8;0;1956;297;0;0.1;0.0;0.0
FR;04;2021-06-03;40;10;0;1996;307;0;0.1;0.0;0.0
FR;04;2021-06-04;39;8;0;2035;315;0;0.1;0.0;0.0
FR;04;2021-06-05;27;8;0;2062;323;0;0.1;0.0;0.0
FR;04;2021-06-06;13;2;0;2075;325;0;0.1;0.0;0.0
FR;04;2021-06-07;43;8;0;2118;333;0;0.1;0.0;0.0
FR;04;2021-06-08;43;9;0;2161;342;0;0.1;0.0;0.0
FR;04;2021-06-09;31;12;0;2192;354;0;0.1;0.0;0.0
FR;04;2021-06-10;41;8;0;2233;362;0;0.1;0.0;0.0
FR;04;2021-06-11;25;10;0;2258;372;0;0.1;0.0;0.0
FR;04;2021-06-12;16;7;0;2274;379;0;0.1;0.0;0.0
FR;04;2021-06-13;14;1;0;2288;380;0;0.1;0.0;0.0
FR;04;2021-06-14;32;10;0;2320;390;0;0.1;0.0;0.0
FR;04;2021-06-15;21;16;0;2341;406;0;0.1;0.0;0.0
FR;04;2021-06-16;34;13;0;2375;419;0;0.1;0.0;0.0
FR;04;2021-06-17;35;15;0;2410;434;0;0.1;0.0;0.0
FR;04;2021-06-18;23;17;0;2433;451;0;0.1;0.0;0.0
FR;04;2021-06-19;17;8;0;2450;459;0;0.1;0.0;0.0
FR;04;2021-06-20;14;2;0;2464;461;0;0.1;0.0;0.0
FR;04;2021-06-21;31;12;0;2495;473;0;0.1;0.0;0.0
FR;04;2021-06-22;34;14;0;2529;487;0;0.1;0.0;0.0
FR;04;2021-06-23;29;24;0;2558;511;0;0.1;0.0;0.0
FR;04;2021-06-24;33;20;0;2591;531;0;0.1;0.0;0.0
FR;04;2021-06-25;26;25;0;2617;556;0;0.1;0.0;0.0
FR;04;2021-06-26;26;10;0;2643;566;0;0.1;0.0;0.0
FR;04;2021-06-27;12;9;0;2655;575;0;0.1;0.0;0.0
FR;04;2021-06-28;20;23;0;2675;598;0;0.1;0.0;0.0
FR;04;2021-06-29;33;28;0;2708;626;0;0.1;0.0;0.0
FR;04;2021-06-30;31;11;0;2739;637;0;0.1;0.0;0.0
FR;04;2021-07-01;35;33;0;2774;670;0;0.1;0.0;0.0
FR;04;2021-07-02;29;20;0;2803;690;0;0.1;0.0;0.0
FR;04;2021-07-03;15;12;0;2818;702;0;0.1;0.0;0.0
FR;04;2021-07-04;6;5;0;2824;707;0;0.1;0.0;0.0
FR;04;2021-07-05;19;18;0;2843;725;0;0.1;0.0;0.0
FR;04;2021-07-06;19;22;0;2862;747;0;0.1;0.0;0.0
FR;04;2021-07-07;27;25;0;2889;772;0;0.1;0.0;0.0
FR;04;2021-07-08;29;25;0;2918;797;0;0.1;0.0;0.0
FR;04;2021-07-09;25;16;0;2943;813;0;0.1;0.0;0.0
FR;04;2021-07-10;12;12;0;2955;825;0;0.1;0.0;0.0
FR;04;2021-07-11;10;8;0;2965;833;0;0.1;0.0;0.0
FR;04;2021-07-12;25;18;0;2990;851;0;0.1;0.0;0.0
FR;04;2021-07-13;34;25;0;3024;876;0;0.1;0.0;0.0
FR;04;2021-07-14;16;10;0;3040;886;0;0.1;0.0;0.0
FR;04;2021-07-15;33;20;0;3073;906;0;0.1;0.0;0.0
FR;04;2021-07-16;42;29;0;3115;935;0;0.1;0.0;0.0
FR;04;2021-07-17;35;26;0;3150;961;0;0.1;0.0;0.0
FR;04;2021-07-18;7;11;0;3157;972;0;0.1;0.0;0.0
FR;04;2021-07-19;34;23;0;3191;995;0;0.1;0.0;0.0
FR;04;2021-07-20;37;40;0;3228;1035;0;0.1;0.0;0.0
FR;04;2021-07-21;23;32;0;3251;1067;0;0.1;0.0;0.0
FR;04;2021-07-22;39;33;0;3290;1100;0;0.1;0.0;0.0
FR;04;2021-07-23;42;23;0;3332;1123;0;0.1;0.0;0.0
FR;04;2021-07-24;23;26;0;3355;1149;0;0.1;0.0;0.0
FR;04;2021-07-25;4;7;0;3359;1156;0;0.1;0.0;0.0
FR;04;2021-07-26;27;29;0;3386;1185;0;0.1;0.0;0.0
FR;04;2021-07-27;28;34;0;3414;1219;0;0.1;0.0;0.0
FR;04;2021-07-28;25;37;0;3439;1256;0;0.1;0.0;0.0
FR;04;2021-07-29;40;24;0;3479;1280;0;0.1;0.0;0.0
FR;04;2021-07-30;26;21;0;3505;1301;0;0.1;0.0;0.0
FR;04;2021-07-31;23;16;0;3528;1317;0;0.1;0.0;0.0
FR;04;2021-08-01;7;1;0;3535;1318;0;0.1;0.0;0.0
FR;04;2021-08-02;25;27;0;3560;1345;0;0.1;0.0;0.0
FR;04;2021-08-03;32;25;0;3592;1370;0;0.1;0.0;0.0
FR;04;2021-08-04;27;18;0;3619;1388;0;0.1;0.0;0.0
FR;04;2021-08-05;29;21;0;3648;1409;0;0.1;0.0;0.0
FR;04;2021-08-06;26;16;0;3674;1425;0;0.1;0.0;0.0
FR;04;2021-08-07;7;10;0;3681;1435;0;0.1;0.0;0.0
FR;04;2021-08-08;8;8;0;3689;1443;0;0.1;0.0;0.0
FR;04;2021-08-09;15;27;0;3704;1470;0;0.1;0.0;0.0
FR;04;2021-08-10;26;21;0;3730;1491;0;0.1;0.0;0.0
FR;04;2021-08-11;26;19;0;3756;1510;0;0.1;0.0;0.0
FR;04;2021-08-12;25;32;0;3781;1542;0;0.1;0.0;0.0
FR;04;2021-08-13;30;11;0;3811;1553;0;0.1;0.0;0.0
FR;04;2021-08-14;21;16;0;3832;1569;0;0.1;0.0;0.0
FR;04;2021-08-15;1;4;0;3833;1573;0;0.1;0.0;0.0
FR;04;2021-08-16;17;31;0;3850;1604;0;0.1;0.0;0.0
FR;04;2021-08-17;20;22;0;3870;1626;0;0.1;0.0;0.0
FR;04;2021-08-18;31;15;0;3901;1641;0;0.1;0.0;0.0
FR;04;2021-08-19;21;18;0;3922;1659;0;0.1;0.0;0.0
FR;04;2021-08-20;22;25;0;3944;1684;0;0.1;0.0;0.0
FR;04;2021-08-21;13;9;0;3957;1693;0;0.1;0.0;0.0
FR;04;2021-08-22;2;6;0;3959;1699;0;0.1;0.0;0.0
FR;04;2021-08-23;11;15;0;3970;1714;0;0.1;0.0;0.0
FR;04;2021-08-24;16;21;0;3986;1735;0;0.1;0.0;0.0
FR;04;2021-08-25;11;12;0;3997;1747;0;0.1;0.0;0.0
FR;04;2021-08-26;17;23;0;4014;1770;0;0.1;0.0;0.0
FR;04;2021-08-27;14;27;0;4028;1797;0;0.1;0.0;0.0
FR;04;2021-08-28;7;14;0;4035;1811;0;0.1;0.0;0.0
FR;04;2021-08-29;5;1;0;4040;1812;0;0.1;0.0;0.0
FR;04;2021-08-30;7;10;1;4047;1822;1;0.1;0.0;0.0
FR;04;2021-08-31;13;16;3;4060;1838;4;0.1;0.1;0.0
FR;04;2021-09-01;29;17;2;4089;1855;6;0.1;0.1;0.0
FR;04;2021-09-02;8;7;1;4097;1862;7;0.1;0.1;0.0
FR;04;2021-09-03;19;18;1;4116;1880;8;0.1;0.1;0.0
FR;04;2021-09-04;13;11;3;4129;1891;11;0.1;0.1;0.0
FR;04;2021-09-05;10;2;0;4139;1893;11;0.1;0.1;0.0
FR;04;2021-09-06;6;15;7;4145;1908;18;0.1;0.1;0.0
FR;04;2021-09-07;5;10;1;4150;1918;19;0.1;0.1;0.0
FR;04;2021-09-08;22;18;3;4172;1936;22;0.1;0.1;0.0
FR;04;2021-09-09;11;15;3;4183;1951;25;0.1;0.1;0.0
FR;04;2021-09-10;15;20;1;4198;1971;26;0.1;0.1;0.0
FR;04;2021-09-11;9;9;2;4207;1980;28;0.1;0.1;0.0
FR;04;2021-09-12;0;1;0;4207;1981;28;0.1;0.1;0.0
FR;04;2021-09-13;10;9;1;4217;1990;29;0.1;0.1;0.0
FR;04;2021-09-14;6;11;0;4223;2001;29;0.1;0.1;0.0
FR;04;2021-09-15;16;14;0;4239;2015;29;0.1;0.1;0.0
FR;04;2021-09-16;4;13;1;4243;2028;30;0.1;0.1;0.0
FR;04;2021-09-17;10;11;1;4253;2039;31;0.1;0.1;0.0
FR;04;2021-09-18;5;10;0;4258;2049;31;0.1;0.1;0.0
FR;04;2021-09-19;1;1;0;4259;2050;31;0.1;0.1;0.0
FR;04;2021-09-20;9;11;0;4268;2061;31;0.1;0.1;0.0
FR;04;2021-09-21;5;15;3;4273;2076;34;0.1;0.1;0.0
FR;04;2021-09-22;4;7;0;4277;2083;34;0.1;0.1;0.0
FR;04;2021-09-23;14;9;1;4291;2092;35;0.1;0.1;0.0
FR;04;2021-09-24;9;13;0;4300;2105;35;0.1;0.1;0.0
FR;04;2021-09-25;1;8;0;4301;2113;35;0.1;0.1;0.0
FR;04;2021-09-26;2;5;0;4303;2118;35;0.1;0.1;0.0
FR;04;2021-09-27;9;5;1;4312;2123;36;0.1;0.1;0.0
FR;04;2021-09-28;6;9;1;4318;2132;37;0.1;0.1;0.0
FR;04;2021-09-29;5;7;0;4323;2139;37;0.1;0.1;0.0
FR;04;2021-09-30;5;4;0;4328;2143;37;0.1;0.1;0.0
FR;04;2021-10-01;7;10;0;4335;2153;37;0.1;0.1;0.0
FR;04;2021-10-02;1;11;0;4336;2164;37;0.1;0.1;0.0
FR;04;2021-10-03;0;1;0;4336;2165;37;0.1;0.1;0.0
FR;04;2021-10-04;4;6;0;4340;2171;37;0.1;0.1;0.0
FR;04;2021-10-05;4;6;0;4344;2177;37;0.1;0.1;0.0
FR;04;2021-10-06;3;8;0;4347;2185;37;0.1;0.1;0.0
FR;04;2021-10-07;7;8;1;4354;2193;38;0.1;0.1;0.0
FR;04;2021-10-08;6;6;0;4360;2199;38;0.1;0.1;0.0
FR;04;2021-10-09;3;1;0;4363;2200;38;0.1;0.1;0.0
FR;04;2021-10-10;0;1;0;4363;2201;38;0.1;0.1;0.0
FR;04;2021-10-11;8;7;0;4371;2208;38;0.1;0.1;0.0
FR;04;2021-10-12;2;9;2;4373;2217;40;0.1;0.1;0.0
FR;04;2021-10-13;5;4;0;4378;2221;40;0.1;0.1;0.0
FR;04;2021-10-14;9;8;0;4387;2229;40;0.1;0.1;0.0
FR;04;2021-10-15;10;16;2;4397;2245;42;0.1;0.1;0.0
FR;04;2021-10-16;2;5;1;4399;2250;43;0.1;0.1;0.0
FR;04;2021-10-17;2;1;0;4401;2251;43;0.1;0.1;0.0
FR;04;2021-10-18;8;14;0;4409;2265;43;0.1;0.1;0.0
FR;04;2021-10-19;3;5;3;4412;2270;46;0.1;0.1;0.0
FR;04;2021-10-20;2;6;1;4414;2276;47;0.1;0.1;0.0
FR;04;2021-10-21;4;6;0;4418;2282;47;0.1;0.1;0.0
FR;04;2021-10-22;6;9;0;4424;2291;47;0.1;0.1;0.0
FR;04;2021-10-23;3;2;0;4427;2293;47;0.1;0.1;0.0
FR;04;2021-10-24;0;0;0;4427;2293;47;0.1;0.1;0.0
FR;04;2021-10-25;7;5;1;4434;2298;48;0.1;0.1;0.0
FR;04;2021-10-26;5;5;0;4439;2303;48;0.1;0.1;0.0
FR;04;2021-10-27;6;6;0;4445;2309;48;0.1;0.1;0.0
FR;04;2021-10-28;3;7;0;4448;2316;48;0.1;0.1;0.0
FR;04;2021-10-29;4;7;1;4452;2323;49;0.1;0.1;0.0
FR;04;2021-10-30;8;6;0;4460;2329;49;0.1;0.1;0.0
FR;04;2021-10-31;0;0;0;4460;2329;49;0.1;0.1;0.0
FR;04;2021-11-01;1;3;0;4461;2332;49;0.1;0.1;0.0
FR;04;2021-11-02;11;4;0;4472;2336;49;0.1;0.1;0.0
FR;11;2020-12-27;0;0;0;0;0;0;0.0;0.0;0.0
FR;11;2020-12-28;0;0;0;0;0;0;0.0;0.0;0.0
FR;11;2020-12-29;0;0;0;0;0;0;0.0;0.0;0.0
FR;11;2020-12-30;0;0;0;0;0;0;0.0;0.0;0.0
FR;11;2020-12-31;0;0;0;0;0;0;0.0;0.0;0.0
FR;11;2021-01-01;0;0;0;0;0;0;0.0;0.0;0.0
FR;11;2021-01-02;0;0;0;0;0;0;0.0;0.0;0.0
FR;11;2021-01-03;0;0;0;0;0;0;0.0;0.0;0.0
FR;11;2021-01-04;0;0;0;0;0;0;0.0;0.0;0.0
FR;11;2021-01-05;0;0;0;0;0;0;0.0;0.0;0.0
FR;11;2021-01-06;0;0;0;0;0;0;0.0;0.0;0.0
FR;11;2021-01-07;0;0;0;0;0;0;0.0;0.0;0.0
FR;11;2021-01-08;1;0;0;1;0;0;0.0;0.0;0.0
FR;11;2021-01-09;0;0;0;1;0;0;0.0;0.0;0.0
FR;11;2021-01-10;0;0;0;1;0;0;0.0;0.0;0.0
FR;11;2021-01-11;0;0;0;1;0;0;0.0;0.0;0.0
FR;11;2021-01-12;0;0;0;1;0;0;0.0;0.0;0.0
FR;11;2021-01-13;1;0;0;2;0;0;0.0;0.0;0.0
FR;11;2021-01-14;0;0;0;2;0;0;0.0;0.0;0.0
FR;11;2021-01-15;0;0;0;2;0;0;0.0;0.0;0.0
FR;11;2021-01-16;1;0;0;3;0;0;0.0;0.0;0.0
FR;11;2021-01-17;1;0;0;4;0;0;0.0;0.0;0.0
FR;11;2021-01-18;1;0;0;5;0;0;0.0;0.0;0.0
FR;11;2021-01-19;0;0;0;5;0;0;0.0;0.0;0.0
FR;11;2021-01-20;0;0;0;5;0;0;0.0;0.0;0.0
FR;11;2021-01-21;2;1;0;7;1;0;0.0;0.0;0.0
FR;11;2021-01-22;3;0;0;10;1;0;0.0;0.0;0.0
FR;11;2021-01-23;0;0;0;10;1;0;0.0;0.0;0.0
FR;11;2021-01-24;0;0;0;10;1;0;0.0;0.0;0.0
FR;11;2021-01-25;0;0;0;10;1;0;0.0;0.0;0.0
FR;11;2021-01-26;1;0;0;11;1;0;0.0;0.0;0.0
FR;11;2021-01-27;1;0;0;12;1;0;0.0;0.0;0.0
FR;11;2021-01-28;0;0;0;12;1;0;0.0;0.0;0.0
FR;11;2021-01-29;3;0;0;15;1;0;0.0;0.0;0.0
FR;11;2021-01-30;1;0;0;16;1;0;0.0;0.0;0.0
FR;11;2021-01-31;0;0;0;16;1;0;0.0;0.0;0.0
FR;11;2021-02-01;0;0;0;16;1;0;0.0;0.0;0.0
FR;11;2021-02-02;0;0;0;16;1;0;0.0;0.0;0.0
FR;11;2021-02-03;0;0;0;16;1;0;0.0;0.0;0.0
FR;11;2021-02-04;1;0;0;17;1;0;0.0;0.0;0.0
FR;11;2021-02-05;0;0;0;17;1;0;0.0;0.0;0.0
FR;11;2021-02-06;1;0;0;18;1;0;0.0;0.0;0.0
FR;11;2021-02-07;0;0;0;18;1;0;0.0;0.0;0.0
FR;11;2021-02-08;0;0;0;18;1;0;0.0;0.0;0.0
FR;11;2021-02-09;1;0;0;19;1;0;0.0;0.0;0.0
FR;11;2021-02-10;1;0;0;20;1;0;0.0;0.0;0.0
FR;11;2021-02-11;0;0;0;20;1;0;0.0;0.0;0.0
FR;11;2021-02-12;1;0;0;21;1;0;0.0;0.0;0.0
FR;11;2021-02-13;0;1;0;21;2;0;0.0;0.0;0.0
FR;11;2021-02-14;0;0;0;21;2;0;0.0;0.0;0.0
FR;11;2021-02-15;2;0;0;23;2;0;0.0;0.0;0.0
FR;11;2021-02-16;0;0;0;23;2;0;0.0;0.0;0.0
FR;11;2021-02-17;0;0;0;23;2;0;0.0;0.0;0.0
FR;11;2021-02-18;0;0;0;23;2;0;0.0;0.0;0.0
FR;11;2021-02-19;2;0;0;25;2;0;0.0;0.0;0.0
FR;11;2021-02-20;1;0;0;26;2;0;0.0;0.0;0.0
FR;11;2021-02-21;0;0;0;26;2;0;0.0;0.0;0.0
FR;11;2021-02-22;1;0;0;27;2;0;0.0;0.0;0.0
FR;11;2021-02-23;0;0;0;27;2;0;0.0;0.0;0.0
FR;11;2021-02-24;0;0;0;27;2;0;0.0;0.0;0.0
FR;11;2021-02-25;1;0;0;28;2;0;0.0;0.0;0.0
FR;11;2021-02-26;2;0;0;30;2;0;0.0;0.0;0.0
FR;11;2021-02-27;2;0;0;32;2;0;0.0;0.0;0.0
FR;11;2021-02-28;0;0;0;32;2;0;0.0;0.0;0.0
FR;11;2021-03-01;0;0;0;32;2;0;0.0;0.0;0.0
FR;11;2021-03-02;2;1;0;34;3;0;0.0;0.0;0.0
FR;11;2021-03-03;3;0;0;37;3;0;0.0;0.0;0.0
