fra;clage_vacsi;jour;n_dose1;n_complet;n_rappel;n_cum_dose1;n_cum_complet;n_cum_rappel;couv_dose1;couv_complet;couv_rappel
FR;24;2021-10-09;4740;9126;180;4936596;4653442;4983;91.0;85.8;0.1
FR;24;2021-10-10;640;1151;34;4937236;4654593;5017;91.0;85.8;0.1
FR;24;2021-10-11;4837;6900;210;4942073;4661493;5227;91.1;85.9;0.1
FR;24;2021-10-12;4762;6457;259;4946835;4667950;5486;91.2;86.1;0.1
FR;24;2021-10-13;5644;7681;275;4952479;4675631;5761;91.3;86.2;0.1
FR;24;2021-10-14;4530;6088;223;4957009;4681719;5984;91.4;86.3;0.1
FR;24;2021-10-15;6556;8808;315;4963565;4690527;6299;91.5;86.5;0.1
FR;24;2021-10-16;4664;6544;224;4968229;4697071;6523;91.6;86.6;0.1
FR;24;2021-10-17;591;844;41;4968820;4697915;6564;91.6;86.6;0.1
FR;24;2021-10-18;4563;5839;285;4973383;4703754;6849;91.7;86.7;0.1
FR;24;2021-10-19;4205;5154;295;4977588;4708908;7144;91.8;86.8;0.1
FR;24;2021-10-20;4865;6499;380;4982453;4715407;7524;91.9;86.9;0.1
FR;24;2021-10-21;3879;5435;409;4986332;4720842;7933;91.9;87.0;0.1
FR;24;2021-10-22;5551;7324;417;4991883;4728166;8350;92.0;87.2;0.2
FR;24;2021-10-23;4086;5874;339;4995969;4734040;8689;92.1;87.3;0.2
FR;24;2021-10-24;495;747;55;4996464;4734787;8744;92.1;87.3;0.2
FR;24;2021-10-25;3839;5141;367;5000303;4739928;9111;92.2;87.4;0.2
FR;24;2021-10-26;3457;4515;431;5003760;4744443;9542;92.3;87.5;0.2
FR;24;2021-10-27;4368;5783;544;5008128;4750226;10086;92.3;87.6;0.2
FR;24;2021-10-28;3437;4421;476;5011565;4754647;10562;92.4;87.7;0.2
FR;24;2021-10-29;4519;6346;582;5016084;4760993;11144;92.5;87.8;0.2
FR;24;2021-10-30;3221;4902;349;5019305;4765895;11493;92.5;87.9;0.2
FR;24;2021-10-31;380;581;51;5019685;4766476;11544;92.5;87.9;0.2
FR;24;2021-11-01;1186;752;114;5020871;4767228;11658;92.6;87.9;0.2
FR;24;2021-11-02;3763;5435;583;5024634;4772663;12241;92.6;88.0;0.2
FR;24;2021-11-03;4220;6176;635;5028854;4778839;12876;92.7;88.1;0.2
FR;24;2021-11-04;3293;4489;633;5032147;4783328;13509;92.8;88.2;0.2
FR;24;2021-11-05;4419;6195;852;5036566;4789523;14361;92.9;88.3;0.3
FR;24;2021-11-06;2997;4755;542;5039563;4794278;14903;92.9;88.4;0.3
FR;24;2021-11-07;349;612;92;5039912;4794890;14995;92.9;88.4;0.3
FR;24;2021-11-08;2853;4625;867;5042765;4799515;15862;93.0;88.5;0.3
FR;24;2021-11-09;2953;4474;978;5045718;4803989;16840;93.0;88.6;0.3
FR;24;2021-11-10;3815;5724;1456;5049533;4809713;18296;93.1;88.7;0.3
FR;24;2021-11-11;658;899;256;5050191;4810612;18552;93.1;88.7;0.3
FR;24;2021-11-12;3788;5870;1403;5053979;4816482;19955;93.2;88.8;0.4
FR;24;2021-11-13;2915;4309;772;5056894;4820791;20727;93.2;88.9;0.4
FR;24;2021-11-14;301;474;104;5057195;4821265;20831;93.2;88.9;0.4
FR;24;2021-11-15;2901;4135;1217;5060096;4825400;22048;93.3;89.0;0.4
FR;24;2021-11-16;2984;3803;1419;5063080;4829203;23467;93.3;89.0;0.4
FR;24;2021-11-17;3707;4658;1533;5066787;4833861;25000;93.4;89.1;0.5
FR;24;2021-11-18;3038;3839;1619;5069825;4837700;26619;93.5;89.2;0.5
FR;24;2021-11-19;4223;5402;2146;5074048;4843102;28765;93.5;89.3;0.5
FR;24;2021-11-20;3236;4336;1209;5077284;4847438;29974;93.6;89.4;0.6
FR;24;2021-11-21;322;519;175;5077606;4847957;30149;93.6;89.4;0.6
FR;24;2021-11-22;3187;2736;1827;5080793;4850693;31976;93.7;89.4;0.6
FR;24;2021-11-23;3365;3504;2223;5084158;4854197;34199;93.7;89.5;0.6
FR;24;2021-11-24;3695;4315;2444;5087853;4858512;36643;93.8;89.6;0.7
FR;24;2021-11-25;3106;3468;3666;5090959;4861980;40309;93.9;89.6;0.7
FR;24;2021-11-26;3919;4878;7519;5094878;4866858;47828;93.9;89.7;0.9
FR;24;2021-11-27;2784;3866;8266;5097662;4870724;56094;94.0;89.8;1.0
FR;24;2021-11-28;492;615;4110;5098154;4871339;60204;94.0;89.8;1.1
FR;24;2021-11-29;2441;3175;10466;5100595;4874514;70670;94.0;89.9;1.3
FR;24;2021-11-30;2851;3499;14231;5103446;4878013;84901;94.1;89.9;1.6
FR;24;2021-12-01;2795;3562;14955;5106241;4881575;99856;94.1;90.0;1.8
FR;24;2021-12-02;2523;2719;18322;5108764;4884294;118178;94.2;90.1;2.2
FR;24;2021-12-03;2790;4159;21166;5111554;4888453;139344;94.2;90.1;2.6
FR;24;2021-12-04;2112;3565;19547;5113666;4892018;158891;94.3;90.2;2.9
FR;24;2021-12-05;566;710;8313;5114232;4892728;167204;94.3;90.2;3.1
FR;24;2021-12-06;2440;3499;21391;5116672;4896227;188595;94.3;90.3;3.5
FR;24;2021-12-07;2675;3654;25754;5119347;4899881;214349;94.4;90.3;4.0
FR;24;2021-12-08;2558;4074;24846;5121905;4903955;239195;94.4;90.4;4.4
FR;24;2021-12-09;2722;3844;30332;5124627;4907799;269527;94.5;90.5;5.0
FR;24;2021-12-10;3029;4751;34576;5127656;4912550;304103;94.5;90.6;5.6
FR;24;2021-12-11;2281;3985;32248;5129937;4916535;336351;94.6;90.6;6.2
FR;24;2021-12-12;691;899;13007;5130628;4917434;349358;94.6;90.7;6.4
FR;24;2021-12-13;2458;4060;32251;5133086;4921494;381609;94.6;90.7;7.0
FR;24;2021-12-14;3011;4587;37892;5136097;4926081;419501;94.7;90.8;7.7
FR;24;2021-12-15;2999;4769;38917;5139096;4930850;458418;94.7;90.9;8.5
FR;24;2021-12-16;3135;4542;46722;5142231;4935392;505140;94.8;91.0;9.3
FR;24;2021-12-17;3479;5395;57053;5145710;4940787;562193;94.9;91.1;10.4
FR;24;2021-12-18;2757;4113;51971;5148467;4944900;614164;94.9;91.2;11.3
FR;24;2021-12-19;1053;1235;22986;5149520;4946135;637150;94.9;91.2;11.7
FR;24;2021-12-20;3709;4913;75020;5153229;4951048;712170;95.0;91.3;13.1
FR;24;2021-12-21;4580;5659;82873;5157809;4956707;795043;95.1;91.4;14.7
FR;24;2021-12-22;4484;5414;77085;5162293;4962121;872128;95.2;91.5;16.1
FR;24;2021-12-23;4279;4898;66663;5166572;4967019;938791;95.3;91.6;17.3
FR;24;2021-12-24;1594;1947;20264;5168166;4968966;959055;95.3;91.6;17.7
FR;24;2021-12-25;99;341;1754;5168265;4969307;960809;95.3;91.6;17.7
FR;24;2021-12-26;639;790;10086;5168904;4970097;970895;95.3;91.6;17.9
FR;24;2021-12-27;3607;4994;76240;5172511;4975091;1047135;95.4;91.7;19.3
FR;24;2021-12-28;4488;5489;86616;5176999;4980580;1133751;95.4;91.8;20.9
FR;24;2021-12-29;4214;4886;78991;5181213;4985466;1212742;95.5;91.9;22.4
FR;24;2021-12-30;4031;4564;63431;5185244;4990030;1276173;95.6;92.0;23.5
FR;24;2021-12-31;1232;1751;16693;5186476;4991781;1292866;95.6;92.0;23.8
FR;24;2022-01-01;156;309;1449;5186632;4992090;1294315;95.6;92.0;23.9
FR;24;2022-01-02;633;776;11165;5187265;4992866;1305480;95.6;92.1;24.1
FR;24;2022-01-03;4134;5263;67213;5191399;4998129;1372693;95.7;92.1;25.3
FR;24;2022-01-04;4970;5736;73842;5196369;5003865;1446535;95.8;92.3;26.7
FR;24;2022-01-05;4912;5738;74921;5201281;5009603;1521456;95.9;92.4;28.1
FR;24;2022-01-06;5164;5701;78375;5206445;5015304;1599831;96.0;92.5;29.5
FR;24;2022-01-07;5797;6427;89683;5212242;5021731;1689514;96.1;92.6;31.1
FR;24;2022-01-08;4263;5022;77221;5216505;5026753;1766735;96.2;92.7;32.6
FR;24;2022-01-09;1431;1828;27479;5217936;5028581;1794214;96.2;92.7;33.1
FR;24;2022-01-10;4793;5801;72304;5222729;5034382;1866518;96.3;92.8;34.4
FR;24;2022-01-11;5590;6546;76485;5228319;5040928;1943003;96.4;92.9;35.8
FR;24;2022-01-12;5016;6505;70660;5233335;5047433;2013663;96.5;93.1;37.1
FR;24;2022-01-13;4934;6396;71683;5238269;5053829;2085346;96.6;93.2;38.4
FR;24;2022-01-14;5546;6868;86568;5243815;5060697;2171914;96.7;93.3;40.0
FR;24;2022-01-15;3754;4921;73812;5247569;5065618;2245726;96.7;93.4;41.4
FR;24;2022-01-16;1188;1622;21675;5248757;5067240;2267401;96.8;93.4;41.8
FR;24;2022-01-17;3894;4652;55428;5252651;5071892;2322829;96.8;93.5;42.8
FR;24;2022-01-18;4121;4940;52842;5256772;5076832;2375671;96.9;93.6;43.8
FR;24;2022-01-19;3722;4778;46830;5260494;5081610;2422501;97.0;93.7;44.7
FR;24;2022-01-20;3400;4354;44383;5263894;5085964;2466884;97.0;93.8;45.5
FR;24;2022-01-21;3912;4787;56792;5267806;5090751;2523676;97.1;93.9;46.5
FR;24;2022-01-22;2912;4025;49062;5270718;5094776;2572738;97.2;93.9;47.4
FR;24;2022-01-23;834;1161;11873;5271552;5095937;2584611;97.2;94.0;47.7
FR;24;2022-01-24;2743;3975;36436;5274295;5099912;2621047;97.2;94.0;48.3
FR;24;2022-01-25;2992;4155;34972;5277287;5104067;2656019;97.3;94.1;49.0
FR;24;2022-01-26;2741;3832;31019;5280028;5107899;2687038;97.3;94.2;49.5
FR;24;2022-01-27;2461;3527;30048;5282489;5111426;2717086;97.4;94.2;50.1
FR;24;2022-01-28;3218;5741;43962;5285707;5117167;2761048;97.5;94.3;50.9
FR;24;2022-01-29;2026;3794;37040;5287733;5120961;2798088;97.5;94.4;51.6
FR;24;2022-01-30;550;1001;8439;5288283;5121962;2806527;97.5;94.4;51.7
FR;24;2022-01-31;2018;4239;25920;5290301;5126201;2832447;97.5;94.5;52.2
FR;24;2022-02-01;2169;3942;26592;5292470;5130143;2859039;97.6;94.6;52.7
FR;24;2022-02-02;2050;4330;27833;5294520;5134473;2886872;97.6;94.7;53.2
FR;24;2022-02-03;1795;3501;24683;5296315;5137974;2911555;97.6;94.7;53.7
FR;24;2022-02-04;2302;4823;37792;5298617;5142797;2949347;97.7;94.8;54.4
FR;24;2022-02-05;1622;3628;32070;5300239;5146425;2981417;97.7;94.9;55.0
FR;24;2022-02-06;397;847;6733;5300636;5147272;2988150;97.7;94.9;55.1
FR;24;2022-02-07;1533;3675;29718;5302169;5150947;3017868;97.8;95.0;55.6
FR;24;2022-02-08;1548;2579;27088;5303717;5153526;3044956;97.8;95.0;56.1
FR;24;2022-02-09;1726;2915;30292;5305443;5156441;3075248;97.8;95.1;56.7
FR;24;2022-02-10;1353;2257;24891;5306796;5158698;3100139;97.8;95.1;57.2
FR;24;2022-02-11;1709;3148;35651;5308505;5161846;3135790;97.9;95.2;57.8
FR;24;2022-02-12;1100;2352;28603;5309605;5164198;3164393;97.9;95.2;58.3
FR;24;2022-02-13;296;452;6148;5309901;5164650;3170541;97.9;95.2;58.5
FR;24;2022-02-14;1113;2034;28923;5311014;5166684;3199464;97.9;95.3;59.0
FR;24;2022-02-15;1125;1993;27933;5312139;5168677;3227397;97.9;95.3;59.5
FR;24;2022-02-16;1133;2288;29782;5313272;5170965;3257179;98.0;95.3;60.1
FR;24;2022-02-17;937;1687;17852;5314209;5172652;3275031;98.0;95.4;60.4
FR;24;2022-02-18;1207;2515;24171;5315416;5175167;3299202;98.0;95.4;60.8
FR;24;2022-02-19;701;1751;16368;5316117;5176918;3315570;98.0;95.4;61.1
FR;24;2022-02-20;200;360;3205;5316317;5177278;3318775;98.0;95.5;61.2
FR;24;2022-02-21;743;1445;13888;5317060;5178723;3332663;98.0;95.5;61.4
FR;24;2022-02-22;745;1551;11698;5317805;5180274;3344361;98.0;95.5;61.7
FR;24;2022-02-23;906;1801;14493;5318711;5182075;3358854;98.1;95.5;61.9
FR;24;2022-02-24;680;1263;10085;5319391;5183338;3368939;98.1;95.6;62.1
FR;24;2022-02-25;941;1963;15186;5320332;5185301;3384125;98.1;95.6;62.4
FR;24;2022-02-26;584;1347;10754;5320916;5186648;3394879;98.1;95.6;62.6
FR;24;2022-02-27;174;256;2238;5321090;5186904;3397117;98.1;95.6;62.6
FR;24;2022-02-28;615;1160;9430;5321705;5188064;3406547;98.1;95.7;62.8
FR;24;2022-03-01;566;1062;8554;5322271;5189126;3415101;98.1;95.7;63.0
FR;24;2022-03-02;680;1229;9858;5322951;5190355;3424959;98.1;95.7;63.1
FR;24;2022-03-03;509;776;5562;5323460;5191131;3430521;98.1;95.7;63.2
FR;24;2022-03-04;499;1062;6275;5323959;5192193;3436796;98.2;95.7;63.4
FR;24;2022-03-05;329;701;3951;5324288;5192894;3440747;98.2;95.7;63.4
FR;24;2022-03-06;62;123;582;5324350;5193017;3441329;98.2;95.7;63.4
FR;24;2022-03-07;274;454;2682;5324624;5193471;3444011;98.2;95.8;63.5
FR;24;2022-03-08;261;507;2270;5324885;5193978;3446281;98.2;95.8;63.5
FR;24;2022-03-09;306;573;2727;5325191;5194551;3449008;98.2;95.8;63.6
FR;24;2022-03-10;241;411;1942;5325432;5194962;3450950;98.2;95.8;63.6
FR;24;2022-03-11;268;549;2655;5325700;5195511;3453605;98.2;95.8;63.7
FR;24;2022-03-12;203;385;2003;5325903;5195896;3455608;98.2;95.8;63.7
FR;24;2022-03-13;45;67;287;5325948;5195963;3455895;98.2;95.8;63.7
FR;24;2022-03-14;187;307;1664;5326135;5196270;3457559;98.2;95.8;63.7
FR;24;2022-03-15;173;343;1381;5326308;5196613;3458940;98.2;95.8;63.8
FR;24;2022-03-16;212;405;1634;5326520;5197018;3460574;98.2;95.8;63.8
FR;24;2022-03-17;143;261;1150;5326663;5197279;3461724;98.2;95.8;63.8
FR;24;2022-03-18;225;370;1641;5326888;5197649;3463365;98.2;95.8;63.9
FR;24;2022-03-19;153;286;1280;5327041;5197935;3464645;98.2;95.8;63.9
FR;24;2022-03-20;27;44;229;5327068;5197979;3464874;98.2;95.8;63.9
FR;24;2022-03-21;154;250;1113;5327222;5198229;3465987;98.2;95.8;63.9
FR;24;2022-03-22;152;238;1005;5327374;5198467;3466992;98.2;95.8;63.9
FR;24;2022-03-23;189;323;1320;5327563;5198790;3468312;98.2;95.8;63.9
FR;24;2022-03-24;159;217;947;5327722;5199007;3469259;98.2;95.9;64.0
FR;24;2022-03-25;169;289;1395;5327891;5199296;3470654;98.2;95.9;64.0
FR;24;2022-03-26;183;268;1175;5328074;5199564;3471829;98.2;95.9;64.0
FR;24;2022-03-27;36;38;240;5328110;5199602;3472069;98.2;95.9;64.0
FR;24;2022-03-28;145;193;1027;5328255;5199795;3473096;98.2;95.9;64.0
FR;29;2020-12-27;33;4;0;33;4;0;0.0;0.0;0.0
FR;29;2020-12-28;44;3;0;77;7;0;0.0;0.0;0.0
FR;29;2020-12-29;18;1;0;95;8;0;0.0;0.0;0.0
FR;29;2020-12-30;15;1;0;110;9;0;0.0;0.0;0.0
FR;29;2020-12-31;11;0;0;121;9;0;0.0;0.0;0.0
FR;29;2021-01-01;133;7;0;254;16;0;0.0;0.0;0.0
FR;29;2021-01-02;23;4;0;277;20;0;0.0;0.0;0.0
FR;29;2021-01-03;22;2;0;299;22;0;0.0;0.0;0.0
FR;29;2021-01-04;70;2;0;369;24;0;0.0;0.0;0.0
FR;29;2021-01-05;233;2;0;602;26;0;0.0;0.0;0.0
FR;29;2021-01-06;259;5;0;861;31;0;0.0;0.0;0.0
FR;29;2021-01-07;374;4;0;1235;35;0;0.0;0.0;0.0
FR;29;2021-01-08;584;9;0;1819;44;0;0.0;0.0;0.0
FR;29;2021-01-09;129;2;0;1948;46;0;0.1;0.0;0.0
FR;29;2021-01-10;125;2;0;2073;48;0;0.1;0.0;0.0
FR;29;2021-01-11;700;6;0;2773;54;0;0.1;0.0;0.0
FR;29;2021-01-12;1003;16;0;3776;70;0;0.1;0.0;0.0
FR;29;2021-01-13;1293;20;0;5069;90;0;0.1;0.0;0.0
FR;29;2021-01-14;1781;39;0;6850;129;0;0.2;0.0;0.0
FR;29;2021-01-15;1379;15;0;8229;144;0;0.2;0.0;0.0
FR;29;2021-01-16;222;6;0;8451;150;0;0.2;0.0;0.0
FR;29;2021-01-17;173;3;0;8624;153;0;0.2;0.0;0.0
FR;29;2021-01-18;1108;28;0;9732;181;0;0.3;0.0;0.0
FR;29;2021-01-19;1234;23;0;10966;204;0;0.3;0.0;0.0
FR;29;2021-01-20;1260;20;0;12226;224;0;0.3;0.0;0.0
FR;29;2021-01-21;1566;26;0;13792;250;0;0.4;0.0;0.0
FR;29;2021-01-22;1265;20;0;15057;270;0;0.4;0.0;0.0
FR;29;2021-01-23;202;7;0;15259;277;0;0.4;0.0;0.0
FR;29;2021-01-24;64;2;0;15323;279;0;0.4;0.0;0.0
FR;29;2021-01-25;608;25;0;15931;304;0;0.4;0.0;0.0
FR;29;2021-01-26;724;44;0;16655;348;0;0.4;0.0;0.0
FR;29;2021-01-27;784;78;0;17439;426;0;0.5;0.0;0.0
FR;29;2021-01-28;1107;135;0;18546;561;0;0.5;0.0;0.0
FR;29;2021-01-29;856;190;0;19402;751;0;0.5;0.0;0.0
FR;29;2021-01-30;158;43;0;19560;794;0;0.5;0.0;0.0
FR;29;2021-01-31;63;29;0;19623;823;0;0.5;0.0;0.0
FR;29;2021-02-01;400;300;0;20023;1123;0;0.5;0.0;0.0
FR;29;2021-02-02;488;384;0;20511;1507;0;0.6;0.0;0.0
FR;29;2021-02-03;508;468;0;21019;1975;0;0.6;0.1;0.0
FR;29;2021-02-04;710;729;0;21729;2704;0;0.6;0.1;0.0
FR;29;2021-02-05;605;751;0;22334;3455;0;0.6;0.1;0.0
FR;29;2021-02-06;205;118;0;22539;3573;0;0.6;0.1;0.0
FR;29;2021-02-07;323;82;0;22862;3655;0;0.6;0.1;0.0
FR;29;2021-02-08;666;821;0;23528;4476;0;0.6;0.1;0.0
FR;29;2021-02-09;1333;1075;0;24861;5551;0;0.7;0.1;0.0
FR;29;2021-02-10;1841;1209;0;26702;6760;0;0.7;0.2;0.0
FR;29;2021-02-11;2583;1516;0;29285;8276;0;0.8;0.2;0.0
FR;29;2021-02-12;2319;1331;0;31604;9607;0;0.9;0.3;0.0
FR;29;2021-02-13;466;172;0;32070;9779;0;0.9;0.3;0.0
FR;29;2021-02-14;179;89;0;32249;9868;0;0.9;0.3;0.0
FR;29;2021-02-15;1676;861;0;33925;10729;0;0.9;0.3;0.0
FR;29;2021-02-16;2056;1254;0;35981;11983;0;1.0;0.3;0.0
FR;29;2021-02-17;1982;1038;0;37963;13021;0;1.0;0.4;0.0
FR;29;2021-02-18;2531;1268;0;40494;14289;0;1.1;0.4;0.0
FR;29;2021-02-19;2426;1065;0;42920;15354;0;1.2;0.4;0.0
FR;29;2021-02-20;417;140;0;43337;15494;0;1.2;0.4;0.0
FR;29;2021-02-21;130;54;0;43467;15548;0;1.2;0.4;0.0
FR;29;2021-02-22;1444;587;0;44911;16135;0;1.2;0.4;0.0
FR;29;2021-02-23;1850;731;0;46761;16866;0;1.3;0.5;0.0
FR;29;2021-02-24;1921;624;0;48682;17490;0;1.3;0.5;0.0
FR;29;2021-02-25;2533;1076;0;51215;18566;0;1.4;0.5;0.0
FR;29;2021-02-26;2678;758;0;53893;19324;0;1.5;0.5;0.0
FR;29;2021-02-27;648;136;0;54541;19460;0;1.5;0.5;0.0
FR;29;2021-02-28;156;39;0;54697;19499;0;1.5;0.5;0.0
FR;29;2021-03-01;1470;436;0;56167;19935;0;1.5;0.5;0.0
FR;29;2021-03-02;1928;686;0;58095;20621;0;1.6;0.6;0.0
FR;29;2021-03-03;2143;724;0;60238;21345;0;1.6;0.6;0.0
FR;29;2021-03-04;2676;914;0;62914;22259;0;1.7;0.6;0.0
FR;29;2021-03-05;3819;923;0;66733;23182;0;1.8;0.6;0.0
FR;29;2021-03-06;1723;209;0;68456;23391;0;1.8;0.6;0.0
FR;29;2021-03-07;877;144;0;69333;23535;0;1.9;0.6;0.0
FR;29;2021-03-08;2131;551;0;71464;24086;0;1.9;0.6;0.0
FR;29;2021-03-09;2828;666;0;74292;24752;0;2.0;0.7;0.0
FR;29;2021-03-10;2777;667;0;77069;25419;0;2.1;0.7;0.0
FR;29;2021-03-11;3557;1059;0;80626;26478;0;2.2;0.7;0.0
FR;29;2021-03-12;4197;956;0;84823;27434;0;2.3;0.7;0.0
FR;29;2021-03-13;1754;210;0;86577;27644;0;2.3;0.7;0.0
FR;29;2021-03-14;661;90;0;87238;27734;0;2.3;0.7;0.0
FR;29;2021-03-15;2048;493;0;89286;28227;0;2.4;0.8;0.0
FR;29;2021-03-16;1247;579;0;90533;28806;0;2.4;0.8;0.0
FR;29;2021-03-17;1538;599;0;92071;29405;0;2.5;0.8;0.0
FR;29;2021-03-18;1819;767;0;93890;30172;0;2.5;0.8;0.0
FR;29;2021-03-19;2435;691;0;96325;30863;0;2.6;0.8;0.0
FR;29;2021-03-20;1090;167;0;97415;31030;0;2.6;0.8;0.0
FR;29;2021-03-21;831;107;0;98246;31137;0;2.6;0.8;0.0
FR;29;2021-03-22;1816;511;0;100062;31648;0;2.7;0.9;0.0
FR;29;2021-03-23;2390;707;0;102452;32355;0;2.8;0.9;0.0
FR;29;2021-03-24;2739;718;0;105191;33073;0;2.8;0.9;0.0
FR;29;2021-03-25;3568;853;0;108759;33926;0;2.9;0.9;0.0
FR;29;2021-03-26;3948;916;0;112707;34842;0;3.0;0.9;0.0
FR;29;2021-03-27;2248;350;0;114955;35192;0;3.1;0.9;0.0
FR;29;2021-03-28;1025;132;0;115980;35324;0;3.1;1.0;0.0
FR;29;2021-03-29;2911;669;0;118891;35993;0;3.2;1.0;0.0
FR;29;2021-03-30;4236;923;0;123127;36916;0;3.3;1.0;0.0
FR;29;2021-03-31;4754;1052;0;127881;37968;0;3.4;1.0;0.0
FR;29;2021-04-01;6257;1296;0;134138;39264;0;3.6;1.1;0.0
FR;29;2021-04-02;5152;1146;0;139290;40410;0;3.7;1.1;0.0
FR;29;2021-04-03;1923;392;0;141213;40802;0;3.8;1.1;0.0
FR;29;2021-04-04;1047;177;0;142260;40979;0;3.8;1.1;0.0
FR;29;2021-04-05;1533;159;0;143793;41138;0;3.9;1.1;0.0
FR;29;2021-04-06;3792;946;0;147585;42084;0;4.0;1.1;0.0
FR;29;2021-04-07;4867;1330;0;152452;43414;0;4.1;1.2;0.0
FR;29;2021-04-08;6634;1781;0;159086;45195;0;4.3;1.2;0.0
FR;29;2021-04-09;6609;1557;0;165695;46752;0;4.5;1.3;0.0
FR;29;2021-04-10;2821;714;0;168516;47466;0;4.5;1.3;0.0
FR;29;2021-04-11;1273;373;0;169789;47839;0;4.6;1.3;0.0
FR;29;2021-04-12;3823;1186;0;173612;49025;0;4.7;1.3;0.0
FR;29;2021-04-13;5141;1703;0;178753;50728;0;4.8;1.4;0.0
FR;29;2021-04-14;5103;1696;0;183856;52424;0;4.9;1.4;0.0
FR;29;2021-04-15;6058;2019;0;189914;54443;0;5.1;1.5;0.0
FR;29;2021-04-16;5096;2075;0;195010;56518;0;5.2;1.5;0.0
FR;29;2021-04-17;2383;981;0;197393;57499;0;5.3;1.5;0.0
FR;29;2021-04-18;877;560;0;198270;58059;0;5.3;1.6;0.0
FR;29;2021-04-19;3103;1880;0;201373;59939;0;5.4;1.6;0.0
FR;29;2021-04-20;3790;2619;0;205163;62558;0;5.5;1.7;0.0
FR;29;2021-04-21;3725;2921;0;208888;65479;0;5.6;1.8;0.0
FR;29;2021-04-22;4749;4035;0;213637;69514;0;5.7;1.9;0.0
FR;29;2021-04-23;5263;4358;0;218900;73872;0;5.9;2.0;0.0
FR;29;2021-04-24;2845;1900;0;221745;75772;0;6.0;2.0;0.0
FR;29;2021-04-25;1277;783;0;223022;76555;0;6.0;2.1;0.0
FR;29;2021-04-26;3244;2572;0;226266;79127;0;6.1;2.1;0.0
FR;29;2021-04-27;4274;3738;0;230540;82865;0;6.2;2.2;0.0
FR;29;2021-04-28;5020;4179;0;235560;87044;0;6.3;2.3;0.0
FR;29;2021-04-29;6239;5189;0;241799;92233;0;6.5;2.5;0.0
FR;29;2021-04-30;6874;5406;0;248673;97639;0;6.7;2.6;0.0
FR;29;2021-05-01;4679;1317;0;253352;98956;0;6.8;2.7;0.0
FR;29;2021-05-02;2776;966;0;256128;99922;0;6.9;2.7;0.0
FR;29;2021-05-03;7599;4440;0;263727;104362;0;7.1;2.8;0.0
FR;29;2021-05-04;8750;5389;0;272477;109751;0;7.3;3.0;0.0
FR;29;2021-05-05;10466;5368;0;282943;115119;0;7.6;3.1;0.0
FR;29;2021-05-06;11935;6762;0;294878;121881;0;7.9;3.3;0.0
FR;29;2021-05-07;12338;6810;0;307216;128691;0;8.3;3.5;0.0
FR;29;2021-05-08;9701;2392;0;316917;131083;0;8.5;3.5;0.0
FR;29;2021-05-09;6099;1810;0;323016;132893;0;8.7;3.6;0.0
FR;29;2021-05-10;11600;5490;0;334616;138383;0;9.0;3.7;0.0
FR;29;2021-05-11;15323;6563;0;349939;144946;0;9.4;3.9;0.0
FR;29;2021-05-12;21249;6570;0;371188;151516;0;10.0;4.1;0.0
FR;29;2021-05-13;20703;2536;0;391891;154052;0;10.5;4.1;0.0
FR;29;2021-05-14;23678;4610;0;415569;158662;0;11.2;4.3;0.0
FR;29;2021-05-15;22423;3153;0;437992;161815;0;11.8;4.4;0.0
FR;29;2021-05-16;13789;1449;0;451781;163264;0;12.2;4.4;0.0
FR;29;2021-05-17;22412;5170;0;474193;168434;0;12.8;4.5;0.0
FR;29;2021-05-18;29710;5973;0;503903;174407;0;13.6;4.7;0.0
FR;29;2021-05-19;30124;6266;0;534027;180673;0;14.4;4.9;0.0
FR;29;2021-05-20;34110;6853;0;568137;187526;0;15.3;5.0;0.0
FR;29;2021-05-21;33259;6442;0;601396;193968;0;16.2;5.2;0.0
FR;29;2021-05-22;26846;3180;0;628242;197148;0;16.9;5.3;0.0
FR;29;2021-05-23;14570;1609;0;642812;198757;0;17.3;5.3;0.0
FR;29;2021-05-24;23439;2805;0;666251;201562;0;17.9;5.4;0.0
FR;29;2021-05-25;31763;6833;0;698014;208395;0;18.8;5.6;0.0
FR;29;2021-05-26;34092;6912;0;732106;215307;0;19.7;5.8;0.0
FR;29;2021-05-27;36970;7893;0;769076;223200;0;20.7;6.0;0.0
FR;29;2021-05-28;34464;8213;0;803540;231413;0;21.6;6.2;0.0
FR;29;2021-05-29;27219;4451;0;830759;235864;0;22.4;6.3;0.0
FR;29;2021-05-30;12171;1717;0;842930;237581;0;22.7;6.4;0.0
FR;29;2021-05-31;34526;7093;0;877456;244674;0;23.6;6.6;0.0
FR;29;2021-06-01;41246;8527;0;918702;253201;0;24.7;6.8;0.0
FR;29;2021-06-02;41499;8193;0;960201;261394;0;25.8;7.0;0.0
FR;29;2021-06-03;45848;9133;0;1006049;270527;0;27.1;7.3;0.0
FR;29;2021-06-04;44609;9439;0;1050658;279966;0;28.3;7.5;0.0
FR;29;2021-06-05;32640;5786;0;1083298;285752;0;29.1;7.7;0.0
FR;29;2021-06-06;17414;2651;0;1100712;288403;0;29.6;7.8;0.0
FR;29;2021-06-07;38771;8495;0;1139483;296898;0;30.7;8.0;0.0
FR;29;2021-06-08;42747;9427;0;1182230;306325;0;31.8;8.2;0.0
FR;29;2021-06-09;41332;9799;0;1223562;316124;0;32.9;8.5;0.0
