fra;clage_vacsi;jour;n_dose1;n_complet;n_rappel;n_cum_dose1;n_cum_complet;n_cum_rappel;couv_dose1;couv_complet;couv_rappel
FR;04;2021-04-24;14;0;0;977;115;0;0.0;0.0;0.0
FR;04;2021-04-25;4;0;0;981;115;0;0.0;0.0;0.0
FR;04;2021-04-26;19;5;0;1000;120;0;0.0;0.0;0.0
FR;04;2021-04-27;21;3;0;1021;123;0;0.0;0.0;0.0
FR;04;2021-04-28;20;5;0;1041;128;0;0.0;0.0;0.0
FR;04;2021-04-29;23;2;0;1064;130;0;0.0;0.0;0.0
FR;04;2021-04-30;16;2;0;1080;132;0;0.0;0.0;0.0
FR;04;2021-05-01;26;1;0;1106;133;0;0.0;0.0;0.0
FR;04;2021-05-02;5;0;0;1111;133;0;0.0;0.0;0.0
FR;04;2021-05-03;19;1;0;1130;134;0;0.0;0.0;0.0
FR;04;2021-05-04;28;12;0;1158;146;0;0.0;0.0;0.0
FR;04;2021-05-05;36;6;0;1194;152;0;0.0;0.0;0.0
FR;04;2021-05-06;29;12;0;1223;164;0;0.0;0.0;0.0
FR;04;2021-05-07;26;5;0;1249;169;0;0.0;0.0;0.0
FR;04;2021-05-08;44;1;0;1293;170;0;0.0;0.0;0.0
FR;04;2021-05-09;6;1;0;1299;171;0;0.0;0.0;0.0
FR;04;2021-05-10;31;3;0;1330;174;0;0.0;0.0;0.0
FR;04;2021-05-11;31;6;0;1361;180;0;0.0;0.0;0.0
FR;04;2021-05-12;42;6;0;1403;186;0;0.0;0.0;0.0
FR;04;2021-05-13;46;2;0;1449;188;0;0.0;0.0;0.0
FR;04;2021-05-14;58;10;0;1507;198;0;0.0;0.0;0.0
FR;04;2021-05-15;39;0;0;1546;198;0;0.0;0.0;0.0
FR;04;2021-05-16;20;1;0;1566;199;0;0.0;0.0;0.0
FR;04;2021-05-17;27;4;0;1593;203;0;0.0;0.0;0.0
FR;04;2021-05-18;61;11;0;1654;214;0;0.0;0.0;0.0
FR;04;2021-05-19;48;5;0;1702;219;0;0.0;0.0;0.0
FR;04;2021-05-20;56;6;0;1758;225;0;0.0;0.0;0.0
FR;04;2021-05-21;55;11;0;1813;236;0;0.0;0.0;0.0
FR;04;2021-05-22;28;2;0;1841;238;0;0.1;0.0;0.0
FR;04;2021-05-23;20;3;0;1861;241;0;0.1;0.0;0.0
FR;04;2021-05-24;36;5;0;1897;246;0;0.1;0.0;0.0
FR;04;2021-05-25;49;7;0;1946;253;0;0.1;0.0;0.0
FR;04;2021-05-26;38;3;0;1984;256;0;0.1;0.0;0.0
FR;04;2021-05-27;52;10;0;2036;266;0;0.1;0.0;0.0
FR;04;2021-05-28;49;10;0;2085;276;0;0.1;0.0;0.0
FR;04;2021-05-29;28;5;0;2113;281;0;0.1;0.0;0.0
FR;04;2021-05-30;12;3;0;2125;284;0;0.1;0.0;0.0
FR;04;2021-05-31;50;11;1;2175;295;1;0.1;0.0;0.0
FR;04;2021-06-01;47;8;0;2222;303;1;0.1;0.0;0.0
FR;04;2021-06-02;31;6;0;2253;309;1;0.1;0.0;0.0
FR;04;2021-06-03;45;11;0;2298;320;1;0.1;0.0;0.0
FR;04;2021-06-04;42;7;0;2340;327;1;0.1;0.0;0.0
FR;04;2021-06-05;34;7;0;2374;334;1;0.1;0.0;0.0
FR;04;2021-06-06;16;4;0;2390;338;1;0.1;0.0;0.0
FR;04;2021-06-07;51;8;0;2441;346;1;0.1;0.0;0.0
FR;04;2021-06-08;48;8;0;2489;354;1;0.1;0.0;0.0
FR;04;2021-06-09;36;11;0;2525;365;1;0.1;0.0;0.0
FR;04;2021-06-10;55;8;0;2580;373;1;0.1;0.0;0.0
FR;04;2021-06-11;28;12;0;2608;385;1;0.1;0.0;0.0
FR;04;2021-06-12;16;7;0;2624;392;1;0.1;0.0;0.0
FR;04;2021-06-13;16;1;0;2640;393;1;0.1;0.0;0.0
FR;04;2021-06-14;34;9;0;2674;402;1;0.1;0.0;0.0
FR;04;2021-06-15;31;16;0;2705;418;1;0.1;0.0;0.0
FR;04;2021-06-16;37;14;0;2742;432;1;0.1;0.0;0.0
FR;04;2021-06-17;40;15;0;2782;447;1;0.1;0.0;0.0
FR;04;2021-06-18;30;20;0;2812;467;1;0.1;0.0;0.0
FR;04;2021-06-19;19;7;0;2831;474;1;0.1;0.0;0.0
FR;04;2021-06-20;13;1;0;2844;475;1;0.1;0.0;0.0
FR;04;2021-06-21;33;12;0;2877;487;1;0.1;0.0;0.0
FR;04;2021-06-22;41;16;0;2918;503;1;0.1;0.0;0.0
FR;04;2021-06-23;35;26;0;2953;529;1;0.1;0.0;0.0
FR;04;2021-06-24;33;18;0;2986;547;1;0.1;0.0;0.0
FR;04;2021-06-25;36;27;0;3022;574;1;0.1;0.0;0.0
FR;04;2021-06-26;28;11;0;3050;585;1;0.1;0.0;0.0
FR;04;2021-06-27;12;9;0;3062;594;1;0.1;0.0;0.0
FR;04;2021-06-28;25;25;0;3087;619;1;0.1;0.0;0.0
FR;04;2021-06-29;36;27;0;3123;646;1;0.1;0.0;0.0
FR;04;2021-06-30;34;11;0;3157;657;1;0.1;0.0;0.0
FR;04;2021-07-01;44;31;0;3201;688;1;0.1;0.0;0.0
FR;04;2021-07-02;31;20;0;3232;708;1;0.1;0.0;0.0
FR;04;2021-07-03;17;13;0;3249;721;1;0.1;0.0;0.0
FR;04;2021-07-04;6;5;0;3255;726;1;0.1;0.0;0.0
FR;04;2021-07-05;21;18;0;3276;744;1;0.1;0.0;0.0
FR;04;2021-07-06;23;21;0;3299;765;1;0.1;0.0;0.0
FR;04;2021-07-07;31;20;0;3330;785;1;0.1;0.0;0.0
FR;04;2021-07-08;37;28;0;3367;813;1;0.1;0.0;0.0
FR;04;2021-07-09;29;15;0;3396;828;1;0.1;0.0;0.0
FR;04;2021-07-10;13;10;0;3409;838;1;0.1;0.0;0.0
FR;04;2021-07-11;10;7;0;3419;845;1;0.1;0.0;0.0
FR;04;2021-07-12;26;18;0;3445;863;1;0.1;0.0;0.0
FR;04;2021-07-13;38;21;0;3483;884;1;0.1;0.0;0.0
FR;04;2021-07-14;19;11;0;3502;895;1;0.1;0.0;0.0
FR;04;2021-07-15;34;20;0;3536;915;1;0.1;0.0;0.0
FR;04;2021-07-16;45;27;0;3581;942;1;0.1;0.0;0.0
FR;04;2021-07-17;39;26;0;3620;968;1;0.1;0.0;0.0
FR;04;2021-07-18;10;11;0;3630;979;1;0.1;0.0;0.0
FR;04;2021-07-19;38;21;0;3668;1000;1;0.1;0.0;0.0
FR;04;2021-07-20;44;43;0;3712;1043;1;0.1;0.0;0.0
FR;04;2021-07-21;22;30;0;3734;1073;1;0.1;0.0;0.0
FR;04;2021-07-22;44;36;0;3778;1109;1;0.1;0.0;0.0
FR;04;2021-07-23;41;22;0;3819;1131;1;0.1;0.0;0.0
FR;04;2021-07-24;26;27;0;3845;1158;1;0.1;0.0;0.0
FR;04;2021-07-25;7;8;0;3852;1166;1;0.1;0.0;0.0
FR;04;2021-07-26;30;29;0;3882;1195;1;0.1;0.0;0.0
FR;04;2021-07-27;30;35;0;3912;1230;1;0.1;0.0;0.0
FR;04;2021-07-28;28;36;0;3940;1266;1;0.1;0.0;0.0
FR;04;2021-07-29;41;23;0;3981;1289;1;0.1;0.0;0.0
FR;04;2021-07-30;26;21;0;4007;1310;1;0.1;0.0;0.0
FR;04;2021-07-31;26;16;0;4033;1326;1;0.1;0.0;0.0
FR;04;2021-08-01;9;1;0;4042;1327;1;0.1;0.0;0.0
FR;04;2021-08-02;30;27;0;4072;1354;1;0.1;0.0;0.0
FR;04;2021-08-03;36;23;0;4108;1377;1;0.1;0.0;0.0
FR;04;2021-08-04;35;23;0;4143;1400;1;0.1;0.0;0.0
FR;04;2021-08-05;29;23;0;4172;1423;1;0.1;0.0;0.0
FR;04;2021-08-06;29;16;0;4201;1439;1;0.1;0.0;0.0
FR;04;2021-08-07;10;11;0;4211;1450;1;0.1;0.0;0.0
FR;04;2021-08-08;12;10;0;4223;1460;1;0.1;0.0;0.0
FR;04;2021-08-09;19;29;0;4242;1489;1;0.1;0.0;0.0
FR;04;2021-08-10;37;22;0;4279;1511;1;0.1;0.0;0.0
FR;04;2021-08-11;31;21;0;4310;1532;1;0.1;0.0;0.0
FR;04;2021-08-12;28;32;0;4338;1564;1;0.1;0.0;0.0
FR;04;2021-08-13;32;12;0;4370;1576;1;0.1;0.0;0.0
FR;04;2021-08-14;23;17;0;4393;1593;1;0.1;0.0;0.0
FR;04;2021-08-15;3;5;0;4396;1598;1;0.1;0.0;0.0
FR;04;2021-08-16;23;29;0;4419;1627;1;0.1;0.0;0.0
FR;04;2021-08-17;22;23;0;4441;1650;1;0.1;0.0;0.0
FR;04;2021-08-18;35;17;0;4476;1667;1;0.1;0.0;0.0
FR;04;2021-08-19;19;16;0;4495;1683;1;0.1;0.0;0.0
FR;04;2021-08-20;26;25;0;4521;1708;1;0.1;0.0;0.0
FR;04;2021-08-21;14;11;0;4535;1719;1;0.1;0.0;0.0
FR;04;2021-08-22;1;5;0;4536;1724;1;0.1;0.0;0.0
FR;04;2021-08-23;14;16;0;4550;1740;1;0.1;0.0;0.0
FR;04;2021-08-24;17;20;0;4567;1760;1;0.1;0.0;0.0
FR;04;2021-08-25;14;15;0;4581;1775;1;0.1;0.0;0.0
FR;04;2021-08-26;19;22;0;4600;1797;1;0.1;0.0;0.0
FR;04;2021-08-27;15;23;0;4615;1820;1;0.1;0.0;0.0
FR;04;2021-08-28;6;13;0;4621;1833;1;0.1;0.0;0.0
FR;04;2021-08-29;5;1;0;4626;1834;1;0.1;0.0;0.0
FR;04;2021-08-30;6;9;1;4632;1843;2;0.1;0.1;0.0
FR;04;2021-08-31;16;17;2;4648;1860;4;0.1;0.1;0.0
FR;04;2021-09-01;35;16;2;4683;1876;6;0.1;0.1;0.0
FR;04;2021-09-02;13;9;1;4696;1885;7;0.1;0.1;0.0
FR;04;2021-09-03;23;20;1;4719;1905;8;0.1;0.1;0.0
FR;04;2021-09-04;12;12;4;4731;1917;12;0.1;0.1;0.0
FR;04;2021-09-05;10;2;0;4741;1919;12;0.1;0.1;0.0
FR;04;2021-09-06;9;15;7;4750;1934;19;0.1;0.1;0.0
FR;04;2021-09-07;6;11;1;4756;1945;20;0.1;0.1;0.0
FR;04;2021-09-08;26;15;3;4782;1960;23;0.1;0.1;0.0
FR;04;2021-09-09;11;16;3;4793;1976;26;0.1;0.1;0.0
FR;04;2021-09-10;19;19;1;4812;1995;27;0.1;0.1;0.0
FR;04;2021-09-11;11;9;2;4823;2004;29;0.1;0.1;0.0
FR;04;2021-09-12;1;2;0;4824;2006;29;0.1;0.1;0.0
FR;04;2021-09-13;10;10;1;4834;2016;30;0.1;0.1;0.0
FR;04;2021-09-14;10;11;0;4844;2027;30;0.1;0.1;0.0
FR;04;2021-09-15;14;13;0;4858;2040;30;0.1;0.1;0.0
FR;04;2021-09-16;8;16;1;4866;2056;31;0.1;0.1;0.0
FR;04;2021-09-17;16;14;1;4882;2070;32;0.1;0.1;0.0
FR;04;2021-09-18;6;11;0;4888;2081;32;0.1;0.1;0.0
FR;04;2021-09-19;0;1;0;4888;2082;32;0.1;0.1;0.0
FR;04;2021-09-20;11;10;0;4899;2092;32;0.1;0.1;0.0
FR;04;2021-09-21;4;14;3;4903;2106;35;0.1;0.1;0.0
FR;04;2021-09-22;7;9;0;4910;2115;35;0.1;0.1;0.0
FR;04;2021-09-23;14;8;1;4924;2123;36;0.1;0.1;0.0
FR;04;2021-09-24;13;13;0;4937;2136;36;0.1;0.1;0.0
FR;04;2021-09-25;5;8;0;4942;2144;36;0.1;0.1;0.0
FR;04;2021-09-26;3;5;0;4945;2149;36;0.1;0.1;0.0
FR;04;2021-09-27;10;5;1;4955;2154;37;0.1;0.1;0.0
FR;04;2021-09-28;8;10;1;4963;2164;38;0.1;0.1;0.0
FR;04;2021-09-29;6;7;0;4969;2171;38;0.1;0.1;0.0
FR;04;2021-09-30;7;4;0;4976;2175;38;0.1;0.1;0.0
FR;04;2021-10-01;14;11;0;4990;2186;38;0.1;0.1;0.0
FR;04;2021-10-02;4;10;0;4994;2196;38;0.1;0.1;0.0
FR;04;2021-10-03;1;1;0;4995;2197;38;0.1;0.1;0.0
FR;04;2021-10-04;9;7;1;5004;2204;39;0.1;0.1;0.0
FR;04;2021-10-05;7;5;0;5011;2209;39;0.1;0.1;0.0
FR;04;2021-10-06;5;9;0;5016;2218;39;0.1;0.1;0.0
FR;04;2021-10-07;8;8;1;5024;2226;40;0.1;0.1;0.0
FR;04;2021-10-08;9;7;0;5033;2233;40;0.1;0.1;0.0
FR;04;2021-10-09;4;1;0;5037;2234;40;0.1;0.1;0.0
FR;04;2021-10-10;2;1;0;5039;2235;40;0.1;0.1;0.0
FR;04;2021-10-11;13;9;1;5052;2244;41;0.1;0.1;0.0
FR;04;2021-10-12;3;12;1;5055;2256;42;0.1;0.1;0.0
FR;04;2021-10-13;6;4;0;5061;2260;42;0.1;0.1;0.0
FR;04;2021-10-14;10;9;1;5071;2269;43;0.1;0.1;0.0
FR;04;2021-10-15;11;20;2;5082;2289;45;0.1;0.1;0.0
FR;04;2021-10-16;3;6;1;5085;2295;46;0.1;0.1;0.0
FR;04;2021-10-17;2;1;0;5087;2296;46;0.1;0.1;0.0
FR;04;2021-10-18;8;14;0;5095;2310;46;0.1;0.1;0.0
FR;04;2021-10-19;5;6;4;5100;2316;50;0.1;0.1;0.0
FR;04;2021-10-20;6;7;1;5106;2323;51;0.1;0.1;0.0
FR;04;2021-10-21;4;9;1;5110;2332;52;0.1;0.1;0.0
FR;04;2021-10-22;7;10;1;5117;2342;53;0.1;0.1;0.0
FR;04;2021-10-23;2;3;0;5119;2345;53;0.1;0.1;0.0
FR;04;2021-10-24;1;0;0;5120;2345;53;0.1;0.1;0.0
FR;04;2021-10-25;6;5;3;5126;2350;56;0.1;0.1;0.0
FR;04;2021-10-26;7;5;2;5133;2355;58;0.1;0.1;0.0
FR;04;2021-10-27;8;8;0;5141;2363;58;0.1;0.1;0.0
FR;04;2021-10-28;4;8;0;5145;2371;58;0.1;0.1;0.0
FR;04;2021-10-29;6;7;1;5151;2378;59;0.1;0.1;0.0
FR;04;2021-10-30;9;7;0;5160;2385;59;0.1;0.1;0.0
FR;04;2021-10-31;0;0;0;5160;2385;59;0.1;0.1;0.0
FR;04;2021-11-01;8;3;1;5168;2388;60;0.1;0.1;0.0
FR;04;2021-11-02;11;6;0;5179;2394;60;0.1;0.1;0.0
FR;04;2021-11-03;7;10;4;5186;2404;64;0.1;0.1;0.0
FR;04;2021-11-04;7;8;1;5193;2412;65;0.1;0.1;0.0
FR;04;2021-11-05;6;7;4;5199;2419;69;0.1;0.1;0.0
FR;04;2021-11-06;2;6;0;5201;2425;69;0.1;0.1;0.0
FR;04;2021-11-07;0;1;0;5201;2426;69;0.1;0.1;0.0
FR;04;2021-11-08;2;8;1;5203;2434;70;0.1;0.1;0.0
FR;04;2021-11-09;2;4;1;5205;2438;71;0.1;0.1;0.0
FR;04;2021-11-10;10;10;1;5215;2448;72;0.1;0.1;0.0
FR;04;2021-11-11;2;3;5;5217;2451;77;0.1;0.1;0.0
FR;04;2021-11-12;8;3;5;5225;2454;82;0.1;0.1;0.0
FR;04;2021-11-13;1;4;1;5226;2458;83;0.1;0.1;0.0
FR;04;2021-11-14;0;1;0;5226;2459;83;0.1;0.1;0.0
FR;04;2021-11-15;12;11;0;5238;2470;83;0.1;0.1;0.0
FR;04;2021-11-16;7;4;2;5245;2474;85;0.1;0.1;0.0
FR;04;2021-11-17;13;7;6;5258;2481;91;0.1;0.1;0.0
FR;04;2021-11-18;2;6;4;5260;2487;95;0.1;0.1;0.0
FR;04;2021-11-19;9;9;4;5269;2496;99;0.1;0.1;0.0
FR;04;2021-11-20;5;7;1;5274;2503;100;0.1;0.1;0.0
FR;04;2021-11-21;1;2;0;5275;2505;100;0.1;0.1;0.0
FR;04;2021-11-22;5;12;6;5280;2517;106;0.1;0.1;0.0
FR;04;2021-11-23;6;7;3;5286;2524;109;0.1;0.1;0.0
FR;04;2021-11-24;1;9;4;5287;2533;113;0.1;0.1;0.0
FR;04;2021-11-25;11;9;3;5298;2542;116;0.1;0.1;0.0
FR;04;2021-11-26;9;14;11;5307;2556;127;0.1;0.1;0.0
FR;04;2021-11-27;5;9;5;5312;2565;132;0.1;0.1;0.0
FR;04;2021-11-28;3;7;0;5315;2572;132;0.1;0.1;0.0
FR;04;2021-11-29;3;9;6;5318;2581;138;0.1;0.1;0.0
FR;04;2021-11-30;7;8;9;5325;2589;147;0.1;0.1;0.0
FR;04;2021-12-01;11;6;8;5336;2595;155;0.1;0.1;0.0
FR;04;2021-12-02;10;15;10;5346;2610;165;0.1;0.1;0.0
FR;04;2021-12-03;7;18;12;5353;2628;177;0.1;0.1;0.0
FR;04;2021-12-04;1;4;7;5354;2632;184;0.1;0.1;0.0
FR;04;2021-12-05;2;1;6;5356;2633;190;0.1;0.1;0.0
FR;04;2021-12-06;7;13;9;5363;2646;199;0.1;0.1;0.0
FR;04;2021-12-07;7;16;10;5370;2662;209;0.1;0.1;0.0
FR;04;2021-12-08;6;17;12;5376;2679;221;0.1;0.1;0.0
FR;04;2021-12-09;10;19;15;5386;2698;236;0.1;0.1;0.0
FR;04;2021-12-10;12;17;7;5398;2715;243;0.1;0.1;0.0
FR;04;2021-12-11;5;14;14;5403;2729;257;0.1;0.1;0.0
FR;04;2021-12-12;2;3;4;5405;2732;261;0.1;0.1;0.0
FR;04;2021-12-13;7;22;19;5412;2754;280;0.1;0.1;0.0
FR;04;2021-12-14;10;28;13;5422;2782;293;0.1;0.1;0.0
FR;04;2021-12-15;21;21;9;5443;2803;302;0.1;0.1;0.0
FR;04;2021-12-16;20;27;14;5463;2830;316;0.1;0.1;0.0
FR;04;2021-12-17;14;26;15;5477;2856;331;0.1;0.1;0.0
FR;04;2021-12-18;9;12;8;5486;2868;339;0.1;0.1;0.0
FR;04;2021-12-19;2;4;8;5488;2872;347;0.1;0.1;0.0
FR;04;2021-12-20;14;30;19;5502;2902;366;0.1;0.1;0.0
FR;04;2021-12-21;7;21;18;5509;2923;384;0.1;0.1;0.0
FR;04;2021-12-22;14;23;17;5523;2946;401;0.2;0.1;0.0
FR;04;2021-12-23;8;17;20;5531;2963;421;0.2;0.1;0.0
FR;04;2021-12-24;8;15;9;5539;2978;430;0.2;0.1;0.0
FR;04;2021-12-25;2;0;2;5541;2978;432;0.2;0.1;0.0
FR;04;2021-12-26;2;7;7;5543;2985;439;0.2;0.1;0.0
FR;04;2021-12-27;10;24;13;5553;3009;452;0.2;0.1;0.0
FR;04;2021-12-28;19;24;17;5572;3033;469;0.2;0.1;0.0
FR;04;2021-12-29;15;20;8;5587;3053;477;0.2;0.1;0.0
FR;04;2021-12-30;10;19;10;5597;3072;487;0.2;0.1;0.0
FR;04;2021-12-31;4;8;2;5601;3080;489;0.2;0.1;0.0
FR;04;2022-01-01;0;1;1;5601;3081;490;0.2;0.1;0.0
FR;04;2022-01-02;2;6;2;5603;3087;492;0.2;0.1;0.0
